Year,Month,Day,Time,Open,High,Low,Close,Volume
2019,5,29,09:25:00,11913.55,11927.6,11910.2,11926.25,0
2019,5,29,09:30:00,11926,11926.25,11914.35,11914.4,0
2019,5,29,09:35:00,11914.1,11920.35,11912.65,11912.8,0
2019,5,29,09:40:00,11912.5,11912.8,11907.85,11912.25,0
2019,5,29,09:45:00,11911.65,11917.4,11902.4,11903.25,0
2019,5,29,09:50:00,11903.55,11907.7,11896.8,11903.95,0
2019,5,29,09:55:00,11902.95,11910.7,11902.35,11907.65,0
2019,5,29,10:00:00,11907.45,11911.75,11899.65,11900.55,0
2019,5,29,10:05:00,11900.8,11907.75,11900.15,11905.55,0
2019,5,29,10:10:00,11905.75,11906.05,11900.2,11900.8,0
2019,5,29,10:15:00,11900.4,11900.85,11893.8,11895.1,0
2019,5,29,10:20:00,11895.15,11902.2,11890.55,11901,0
2019,5,29,10:25:00,11900.7,11904.4,11900.1,11900.35,0
2019,5,29,10:30:00,11900.25,11911.95,11898.6,11911.45,0
2019,5,29,10:35:00,11911.95,11912.55,11906.75,11907.55,0
2019,5,29,10:40:00,11907.35,11918.9,11906.7,11917.1,0
2019,5,29,10:45:00,11917.15,11917.15,11910.6,11914.1,0
2019,5,29,10:50:00,11914.6,11917.95,11912.8,11912.8,0
2019,5,29,10:55:00,11912.9,11914.15,11909.55,11913,0
2019,5,29,11:00:00,11912.7,11912.9,11907.85,11908.65,0
2019,5,29,11:05:00,11908.2,11925.25,11908.2,11920.15,0
2019,5,29,11:10:00,11920.45,11925.65,11918.65,11922.25,0
2019,5,29,11:15:00,11922.35,11931.7,11921.9,11929.2,0
2019,5,29,11:20:00,11929.1,11930.4,11917.6,11917.8,0
2019,5,29,11:25:00,11917.2,11919.55,11914.15,11915.35,0
2019,5,29,11:30:00,11914.9,11920.95,11914.9,11920.8,0
2019,5,29,11:35:00,11920.7,11927.1,11919.75,11922.55,0
2019,5,29,11:40:00,11922.75,11923.45,11919,11922.25,0
2019,5,29,11:45:00,11922.4,11922.5,11909.8,11911.55,0
2019,5,29,11:50:00,11911.05,11911.9,11902.9,11911.9,0
2019,5,29,11:55:00,11911.45,11912,11904.1,11905.7,0
2019,5,29,12:00:00,11905.7,11908.2,11904.6,11906.75,0
